STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2000,,9.0649252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2000,,30.635012,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2000,,15.715105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2000,,22.027519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2004,,26.976271,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2004,,14.009907,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2004,,24.640488,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,20.223024,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,12.712215,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,18.611786,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,34.85194,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,34.391228,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,10.246637,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2002,,17.347368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,35.901234,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,10.462543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,35.481075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,17.931763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,25.490288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,23.1574,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,18.192644,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2005,,26.555849,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2005,,10.656567,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2005,,26.232584,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2007,,20.749664,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2007,,27.973269,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2008,,36.906319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2008,,15.708399,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2008,,41.7906,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2008,,22.832247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2008,,29.074776,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2021,,43.517208,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2021,,23.305719,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2021,,19.872728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2021,,49.670597,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2010,,38.915661,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2010,,44.1203,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2010,,16.332973,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2010,,24.547791,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2009,,11.914505,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2009,,31.115898,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2009,,23.066357,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,40.965481,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,16.449827,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,45.922207,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,25.98332,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,17.731251,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,33.326809,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,34.241261,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,14.725452,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,14.435471,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,37.499748,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,48.042187,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,20.106771,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,50.659801,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,31.91032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,36.876068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,24.437277,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,36.540623,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,34.049885,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,21.132866,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,15.589705,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,15.256807,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,38.961857,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,20.881422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,46.163258,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,17.18869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,50.303387,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,52.841282,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,22.159235,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,33.103279,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,31.890432,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,42.658867,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,22.867119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,18.965326,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,48.524532,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2017,,38.934372,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,27.315199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,51.407867,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,22.526642,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,53.901878,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,33.565025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2019,,41.339748,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1994,,17.900284,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1991,,9.0289335,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1991,,25.576601,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1992,,11.454362,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1990,,8.4336395,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1993,,10.67055,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1995,,18.855011,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1997,,16.959478,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,24.76334,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,12.88608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2003,,23.50181,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,17.424431,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,29.554188,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,27.724775,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,8.0277414,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,15.053772,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1998,,21.06875,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,30.452808,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,8.8876667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,28.801844,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,15.416656,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,20.210491,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,12.193707,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,19.03673,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,33.559277,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,31.749212,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,9.881321,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2001,,16.416426,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2022,,56.250675,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2022,,23.533993,,A,,,,,,,
