STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2002,,28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2002,,27.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,26.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,9.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,31.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,29.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,13.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,13.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,29.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,29.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,30.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,31.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,10,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,30.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,28.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,29.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,13.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,31.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,13.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,10.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,30.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,28.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,31.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,32.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,26.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,29.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,14.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,13.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,30.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,28.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,33.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,14.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,10.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,32.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,26.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,14.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,29.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,34.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,14.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,30.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,32.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,28.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,26.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,32.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,10.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,14.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,30.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,15.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,36.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,10.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,32.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,30.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,28.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,33.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,16.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,33.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,28.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,37.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,26.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,10.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,16.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,27.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,38.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,31.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,33.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,30.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,34.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,28.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,27.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,33.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,17.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,15.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,31.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,31.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,34.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,29.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,40.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,27.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,34.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,11.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,34.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,30,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,17.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,42.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,32.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,11.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,35.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,32.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,30.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,34.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,44,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,28.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,18.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,16.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,33.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,32.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,31.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,45.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,16.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,34.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,11.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,35.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,46.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,33.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,34.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,33.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,37.8,,A,,,,,,,
